Status,City,State,Country,Classification,Open FDA,Product Type,Event ID,Recalling Firm,Address 1,Address 2,Postal Code,Voluntary Mandated,Initial Firm Notification,Distribution Pattern,Recall Number,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info
Terminated,Pittsburgh,PA,United States,Class II,{},Food,86176,Giant Eagle,267 Kappa Dr,N/A,15238-2817,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was produced and sold in Giant Eagle and Market District locations in IN, OH, MD, WV and PA.",F-1387-2020,"MD Philly Style Steak Stromboli Cold PLU#23676600000. Expiration date: 8/3/2020 Ingredients: STROMBOLI [DOUGH (ENRICHED WHEAT FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], WATER, ENRICHED SEMOLINA FLOUR [SEMOLINA, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], OLIVE OIL, SALT [SALT, SODIUM SILICOALUMINATE], YEAST [YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID], SUGAR), BEEF (BEEF, WATER, DEXTROSE, SODIUM PHOSPHATE, MODIFIED CORNSTARCH, SALT, AUTOLYZED YEAST, HYDROLYZED CORN PROTEIN, COATING [DEXTROSE, SODIUM CITRATE, SALT, CARAMEL COLOR, SODIUM DIACETATE, SPICES, GARLIC & ONION, PAPRIKA, HYDROLYZED CORN PROTEIN, MALTODEXTRIN, GRILL FLVR (FROM SUNFLOWER OIL), MODIFIED CORNSTARCH, CORN SYRUP SOLIDS, NTRL SMOKE FLVR, GUAR GUM]), PIZZA SAUCE [GRND TOMATO (TOMATO, SALT, CITRIC ACID), SAUCE (TOMATO, EXTRA VIRGIN OLIVE OIL & SUNFLOWER OIL BLND, SALT, OREGANO, BLACK PEPPER, GRANULATED GARLIC, CITRIC ACID)], ROASTED PEPPER & ONION [YELLOW BELL PEPPER, GREEN BELL PEPPER, RED BELL PEPPER, YELLOW ONION, OIL BLND (CANOLA & EXTRA VIRGIN OLIVE OIL), SALT, BLACK PEPPER], CHEESE BLND (PART SKIM MOZZARELLA [MILK, CHEESE CULTURE, SALT, ENZYMES], PROVOLONE [MILK, CHEESE CULTURE, SALT, ENZYMES]), ROMANO HERB SEASONING [CHEESE (PECORINO ROMANO [SHEEP S MILK, CHEESE CULTURES, SALT, ENZYMES], ROMANO STYLE CHEESE [CORNSTARCH, WATER, PALM OIL, CELLULOSE, SALT, NATRL FLVR, CASEINATE, SORBIC ACID (PRSRVTVE)], PWDRD CELLULOSE [ANTICAKING], NATAMYCIN [NTRL MOLD INHIBITOR]), DHYDRTD GARLIC, GRND OREGANO, PARSLEY], EGGS (EGG, CITRIC ACID [TO PRSRVE COLOR], WATER), OIL BLND (CANOLA & EXTRA VIRGIN OLIVE OIL), FLOUR BLND [FLOUR (BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), ENRICHED SEMOLINA FLOUR (SEMOLINA, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID)]]. Onions are cooked.",Unknown,Potential contamination with Salmonella Newport  in onions and prepared foods containing onions.,20200802,20200902,20210512,20200909,PLU#23676600000,
Terminated,Pittsburgh,PA,United States,Class I,{},Food,86176,Giant Eagle,267 Kappa Dr,N/A,15238-2817,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was produced and sold in Giant Eagle and Market District locations in IN, OH, MD, WV and PA.",F-1385-2020,"MD G&G Greek Salad PLU#23662500000. Expiration date 8/4/2020. Ingredients: SALAD [ROMAINE LETTUCE, PEPPERONCINI (PEPPERS, WATER, SALT, VINEGAR, CITRIC ACID, SODIUM BENZOATE (AS PRESERVATIVE), SODIUM BISULFITE (TO ENHANCE COLOR), FD&C YELLOW #5), BALSAMIC VINAIGRETTE (SEE DRESSING CUP), GRAPE LEAVES (VINE LEAVES, RICE, ONIONS, SALT, SUNFLOWER OIL, CITRIC ACID, SPICES), GRAPE TOMATOES, FETA CHEESE ((PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), POWDERED CELLULOSE TO PREVENT CAKING), CUCUMBER, PITTED KALAMATA OLIVES ((OLIVES, WATER, SALT, OLIVE OIL, ACETIC ACID), CANOLA OIL, SPICES), RED ONION].",Unknown,Potential contamination with Salmonella Newport  in onions and prepared foods containing onions.,20200802,20200902,20210512,20200909,PLU#23662500000,
Completed,Conley,GA,United States,Class I,{},Food,90883,Renaissance Food Group,4322 Moreland Ave Bldg B,N/A,30288-2142,Voluntary: Firm initiated,E-Mail,"Products were shipped to the following states: Alabama, Georgia & South Carolina.",F-0008-2023,"Diced Red Onion, NET WT, 10 OZ (283g), Dist. By: Renaissance Food Group LLC 4322 Moreland Ave. Conley, GA 30288, UPC, 8 26766 18100 1",257/10 oz units,Firm received positive test results for L. monocytogenes in a finished product. All products manufactured with the same components are being recalled.,20220912,20221006,,20221012,GHGA 254 SELL BY: 09/19/22,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0578-2023,"Fresh Creative Cuisine, Turkey Sausage, Egg & Cheddar Muffin, Net . Wt. 5.5 Oz. Single Serving, Keep refrigerated",2  units,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141022103,
Terminated,Eugene,OR,United States,Class I,{},Food,86207,Emerald Fruit & Produce Inc,2525 W 7th Pl,N/A,97402-2688,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",distributed in OR only.,F-1260-2020,"M60026CS Onions Yellow Sliced sold by pound for foodservice use. Product is perishable, refrigerated, shelf life 5 days, and packed in 5 lbs. cello bags. No label was attached/provided.",120 lbs. total,Processed onions products are recalled due to a potential contamination with Salmonella Newport.  Onions were supplied from Thomson International Inc.,20200731,20200824,20200928,20200902,No Best by Date or Expiration dates are included on packaging.,
Terminated,Portland,OR,United States,Class II,{},Food,84895,New Seasons Market LLC,1300 Se Stark St Ste 401,,97214-2473,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Distributed in Oregon only.,F-0713-2020,"Vegetarian Lasagna With Gluten-Free Pasta, New Seasons Market brand.  Product is packaged in a grab ""n"" go aluminum containter with a clear  dome lid, and labeled with a scale PLU label. UPC 252390 706998.    The CORRECT label reads in part: ""*** VEGETARIAN LASAGNA WITH GLUTEN-FREE PASTA***Filling: Marinara [crushed tomatoes***diced tomatoes***ricotta-cheese (pasteurized whey, cream and milk, vinegar, salt)***mozzarella-provolone blend***Parmesan cheese ***Gluten-free Pasta: White rice flour, pasteurized liquid whole eggs***Contains: Milk, Egg***"".",30 units,Undeclared Soy.  BBQ sauce was inadvertently used instead of Marinara sauce and BBQ sauce contains soy.  The Vegetarian Lasagna finished product label does not declare soy.,20200206,20200219,20200219,20200226,"Sell By Feb 06, 20 up to and including Feb 09, 20",
Terminated,New York,NY,United States,Class I,{},Food,86181,Haven'S Kitchen,10e E 75th St,N/A,10021-2609,Voluntary: Firm initiated,Letter,"GA, NH, IN, NY, TX, CA, WI, SC, WA, CA, FL, PA, NJ",F-1167-2020,"HAVEN'S KITCHEN***GOLDEN TURMERIC TAHINI***NET WT 5oz (142g)***Ingredients: Water, Tahini, Extra Virgin Olive Oil, Roasted Garlic, Lemon Juice Concentrate, Date Paste, Sea Salt, Turmeric, Cumin, Ground Sumac (Sumac, Salt), White Pepper***",Unknown,"Product is labeled as the wrong sauce, resulting in soy being undeclared on the label.",20200806,20200818,20201105,20200826,Lot Code: 1770; Expiry Date: 10/23/2020,
Completed,College Park,GA,United States,Class II,{},Food,88509,"Sysco Atlanta, LLC",2225 Riverdale Rd,,30337-5111,Voluntary: Firm initiated,Letter,"Product was shipped to the following states: GA, NC & TN.",F-1000-2021,"MINOR'S SEAFOOD BASE NO MSG GF 6/16 OZ (1 lb) 453 G UNITS Plastic container (pint) gluten free DISTRIBUTED BY NESTLE PROFESSIONAL NORTH AMERIC, SOLON, OH 44139",23cs/6/1/lb Plastic container,The firm determined that the food was not held at an appropriate temperature. Because of the time-temperature relationship of the environment this food could be unsafe to consume.,20210813,20210920,,20210929,All lot codes shipped between 7/14/2021 and 8/13/2021,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0228-2024,"Quick & Fresh, Smoked Turkey & Swiss Croissant, Net . Wt. 7 Oz. Single Serving, Keep refrigerated",199,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141020093,
Terminated,Windermere,FL,United States,Class II,{},Food,85918,Fresh Express Incorporated,4757 The Grove Dr,N/A,34786-8426,Voluntary: Firm initiated,E-Mail,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV  Foreign: Canada",F-1068-2020,"Fresh Express Gourmet Cafe Creative Classics Turkey & Bacon Chef 5.75 oz.,UPC 071279407081,  Iceberg & romaine lettuce, carrots & red cabbage",unknown,"Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora.",20200619,20200804,20201216,20200722,"Product Code, Z160, Z162, Z164,  Z172, Z174, Z176. USED BY or Before 7/11/2020",
Terminated,Marathon,FL,United States,Class I,{},Food,93169,Paradise Flavors LLC,9601 Overseas Hwy,N/A,33050-3344,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution only, within state of Florida. No foreign distribution.",F-0440-2024,"MAMEY, PARADISE FLAVORS LLC, 4 oz. Packaged in plastic pouch. Frozen.",80 units (pieces) from latest production,Undeclared allergen: Milk.,20230927,20231117,20240125,20231122,None,
Terminated,Bridgeport,CT,United States,Class II,{},Food,93642,Lecoq Cuisine Corporation,35 Union Ave,N/A,06607-2335,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Arizona, California, Colorado, Connecticut, Florida, Georgia, Alabama, Indiana, Kansas, Louisiana, Massachusetts, Maryland, Michigan, Minnesota, Missouri, North Carolina, New Jersey, Nevada, New York, Ohio, Pennsylvania, South Carolina, Tennessee, Texas, Utah, Virginia, Wisconsin",F-0787-2024,RTB MIXED DANISH Variety,7620 units (total),Contains undeclared soy lecithin.,20231215,20240122,20240716,20240131,RDVS-252 Lot Numbers Expiration date 136361 10/25/2023 136664 11/6/2023 136889 11/13/2023 137166 11/21/2023 137693 12/3/2023 137979 12/11/2023 138224 12/17/2023 138550 12/27/2023 138989 1/7/2024 139286 1/15/2024 139548 1/21/2024 139814 1/29/2024 140088 2/6/2024 140499 2/20/2024 141274 3/12/2024 141710 3/27/2024 142342 4/13/2024 142757 4/30/2024 143525 5/29/2024,
Terminated,Orrville,OH,United States,Class I,{},Food,90255,The JM Smucker Company LLC,1 Strawberry Ln,N/A,44667-1241,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV, WY",F-1116-2022,JIF 33.5 OUNCE NO ADDED SUGAR CREAMY PEANUT BUTTER,67504 cases total,Products are potentially contaminated with Salmonella.,20220520,20220601,20230317,20220608,Lot codes: 1274425   2140425 UPC: 5150024548 Best By Dates: 10/01/22 - 05/20/23,
Ongoing,Houston,TX,United States,Class II,{},Food,92566,"Stellex/CF Houston, LLC",2008 Ww Thorne Blvd,N/A,77073-3302,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to a single distribution center, located in PA, who then delivers to cross docks, located in NY, to be delivered to retail locations.",F-1225-2023,"Wegmans single serve snack tray (5.7oz)  packaged in a clear square plastic packaging with fruit, almonds and cheese 6 trays per case",321 cases,Undeclared almonds and/or undeclared wheat,20230615,20230706,,20230712,Best By 05/23/2023 Lot Code 005OFH2301,
Terminated,Coventry,CT,United States,Class II,{},Food,94334,Charles Boggini Company Llc,733 Bread And Milk St,N/A,06238-1014,Voluntary: Firm initiated,E-Mail,"CT, PA, NY, NJ, AZ, MI, IL, NV, CA",F-1285-2024,Charles Boggini Company Cola Flavoring Base; packaged in 1 gallon jugs and 5 gallon pails,2723 gallons,Products contain undeclared sulfites.,20240329,20240603,20240703,20240612,"Lot/Unit Numbers: 9-330, 9-348, 1-013, 1-036, 1-097",
Terminated,Irving,TX,United States,Class I,{},Food,88243,LSG SKY CHEFS,5040 Riverside Dr,N/A,75039-4307,Voluntary: Firm initiated,E-Mail,"AZ, CA, NV",F-0790-2021,"Circle K Chicken Salad Sandwich, 5.9 oz. (167g) clamshell packaging with tamper strip, UPC 815138013996, Manufactured By: LSG Sky Chefs Supply Chain Solutions, Inc. 3555 S. 28th St. Phoenix, AZ. Perishable/Keep Refrigerated.","42,325 individual 5.9 oz. units","The firm is recalling Circle K brand Chicken Salad Sandwiches ""best buy"" date of 6/7/21 through 7/9/21 because the chicken used is subject to a national recall issued by Tyson Foods due to the potential to be contaminated with Listeria monocytogenes.",20210705,20210721,20210819,20210728,Best Buy dates 6/7/21 through 7/9/21,
Terminated,Cambridge,MD,United States,Class II,{},Food,93143,"TreeHouse Foods, Inc.",904 Woods Rd,N/A,21613-9470,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product Distributed to the following states: AL, AZ, AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NH,NJ,NY,NC,OH,OR,PA,SC,TN,TX,UT,VA,WA,WI",F-0732-2024,Central Market 32oz Organic No Salt Added Chicken Broth,"439,240 cases total for all products",potential microbial contamination,20230921,20240117,20240322,20240124,Retail UPC: 41220273355  Lot Code: 98C06193,
Terminated,Norcross,GA,United States,Class I,{},Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,N/A,30093,Voluntary: Firm initiated,Press Release,"Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, FL, GA, ID, IL, IN, KY, LA, MD, MN, NC, NJ, NV, NY, OH, OR, SC, TN, TX, VA & WA.",F-0474-2022,OTAK Innovations OTAK:AM Capsules 90ct Bottle UPC CODE 4 08012 0204,"80,169 various bottles and jars",During an FDA investigation the firm was notified that the product contains undeclared milk.,20211109,20220111,20240521,20220119,LOT #2007073 EXP DATE 07/2022,
Terminated,Boulder,CO,United States,Class I,{},Food,87572,Simply Delicious Inc.,6325 Gunpark Dr,N/A,80301-3592,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide.,F-0383-2021,"Bobo's Maple Pecan Oat Bars, 3 oz., UPC 8 2926200021 0, Best By 7/30/21 or 7/31/21.",438 master cases (containing 4 sleeves of 12 bars each),Two consumer complaints were received for peanuts in maple pecan bars.,20210322,20210402,20211108,20210414,0L30112B  Best By: 7/30/2021 or 7/31/2021,
Terminated,San Luis Obispo,CA,United States,Class I,{},Food,86594,Sauer Brands Inc - SLO,184 Suburban Rd,N/A,93401-7502,Voluntary: Firm initiated,Letter,nationwide and on line sales,F-0044-2021,The Spice Hunter  Pumpkin Pie Spice   1.8 oz.    Jar UPC 8105701850  Case UPC 40081057018505,"45,498 Bottles Total",Potential Salmonella contamination.,20201009,20201022,20210218,20201028,Lot Number: 20220C  Best By Date: Aug-22,
Terminated,Brea,CA,United States,Class II,{},Food,93770,Ventura Foods Llc,40 Pointe Dr,N/A,92821-3652,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Products are distributed at the Wholesale (Distribution) level. U.S. distribution to GA and FL. No foreign distribution.,F-0713-2024,"DELI CAROLINA STYLE MUSTARD BBQ SAUCE, 2 oz (57g), plastic cup, 96 cups/case, store in ambient temperatures",392 cases,Undeclared fish (anchovy) allergen,20240104,20240112,20240628,20240124,B31423  Use By: APR 08 24B Manufacture Date: 11/10/2023 Use By: APR 08 24B,
Ongoing,Saint Marys,OH,United States,Class II,{},Food,94789,Classic Delight LLC,310 S Park Dr,,45885-9688,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product distributed in Arkansas, California, Florida, Georgia, Indiana, Louisiana, Maryland, Missouri, New York, Ohio, Pennsylvania, Tennessee, Texas, Virginia",F-1403-2024,(Item 551697) Wakefield Ham & Cheddar Pretzel Croissant,1323 cases,Possibly contaminated with Listeria monocytogenes,20240610,20240624,,20240703,"Lot Numbers: 3128, 3129, 3130, 3131, 3135, 3136, 3137, 3138, 3139, 3140, 3142, 3143, 3144, 3145, 3146, 3150, 3151, 3152, 3153, 3156, 3157, 3158, 3159, 3160, 3163, 3164, 3165, 3166, 3167, 3170, 3171, 3172, 3173, 3174, 3177, 3178, 3179, 3180, 3181, 3186, 3187, 3188, 3191, 3192, 3193, 3194, 3195, 3196, 3198, 3199, 3200, 3201, 3202, 3205, 3206, 3207, 3212, 3213, 3214, 3215, 3216, 3219, 3220, 3221, 3222, 3223, 3226, 3227, 3228, 3229, 3233, 3234, 3235, 3236, 3240, 3241, 3242, 3243, 3248, 3249, 3250, 3254, 3255, 3256, 3257, 3262, 3269, 3270, 3271, 3276, 3277, 3282, 3283, 3284, 3285, 3286, 3289, 3290, 3291, 3292, 3296, 3297, 3298, 3299, 3303, 3305, 3310, 3312, 3313, 3317, 3318, 3319, 3320, 3332, 3333, 3334, 3339, 3340, 3341, 3345, 3346, 3348, 3348, 3352, 3353, 3354, 3355, 3361, 3362, 4002, 4003, 4004, 4008, 4009, 4010, 4011, 4015, 4016, 4017, 4022, 4024, 4037, 4043, 4048, 4023, 4024, 4036, 4044, 4057, 4059, 4064, 4065, 4066, 4071, 4072, 4078, 4079, 4081, 4085, 4086, 4087, 4088, 4092, 4101, 4103, 4106, 4114, 4116, 4120, 4122, 4127, 4128, 4137, 4141, 4155, 4156  Best By Dates: 2/2/2024, 2/3/2024, 2/4/2024, 2/5/2024, 2/9/2024, 2/10/2024, 2/11/2024, 2/12/2024, 2/12/2024, 2/14/2024, 2/16/2024, 2/17/2024, 2/18/2024, 20/19/2024, 2/20/2024, 2/24/2024, 2/25/2024, 2/26/2024, 2/27/2024, 3/1/2024, 3/2/2024, 3/3/2024, 3/4/2024, 3/5/2024, 3/6/2024, 3/7/2024, 3/8/2024, 3/9/2024, 3/10/2024, 3/11/2024, 3/12/2024, 3/15/2024, 3/16/2024, 3/17/2024, 3/18/2024, 3/19/2024, 3/20/2024, 3/21/2024, 3/22/2024, 3/23/2024, 3/24/2024, 3/31/2024, 4/1/2024, 4/5/2024, 4/6/2024, 4/7/2024, 4/8/2024, 4/10/2024, 4/11/2024, 4/12/2024, 4/13/2024, 4/14/2024, 4/15/2024, 4/19/2024, 4/20/2024, 4/21/2024, 4/26/2024, 4/27/2024, 4/28/2024, 4/29/2024, 4/30/2024, 5/3/2024, 5/4/2024, 5/5/2024, 5/6/2024, 5/7/2024, 5/8/2024, 5/11/2024, 5/12/2024, 5/13/2024, 5/17/2024, 5/19/2024, 5/20/2024, 6/6/2024, 6/7/2024, 6/8/2024, 6/14/2024, 6/15/2024, 6/22/2024, 6/23/2024, 6/29/2024, 6/30/2024, 7/6/2024, 7/7/2024, 7/8/2024, 7/9/2024, 7/12/2024, 7/13/2024, 7/14/2024, 7/15/2024, 7/19/2024, 7/20/2024, 7/21/2024, 7/22/2024, 7/24/2024, 7/25/2024, 7/26/2024, 8/4/2024, 8/5/2024, 8/10/2024, 8/12/2024, 8/14/2024, 8/16/2024, 8/17/2024, 8/22/2024, 8/25/2024, 8/26/2024, 8/28/2024, 8/29/2024, 8/30/2024, 8/31/2024, 9/1/2024, 9/5/2024, 9/6/2024, 9/7/2024, 9/13/2024, 9/14/2024, 9/16/2024, 9/22/2024, 9/28/2024, 9/29/2024, 9/30/2024, 10/3/2024, 10/5/2024, 10/9/2024, 10/11/2024, 10/12/2024, 10/13/2024, 10/17/2024, 10/18/2024, 10/19/2024, 10/20/2024, 10/23/2024, 10/24/2024, 10/25/2024, 10/26/2024, 11/1/2024, 11/2/2024, 11/5/2024, 11/6/2024, 11/8/2024, 11/9/2024, 11/15/2024, 11/22/2024, 11/26/2024, 11/28/2024, 11/30/2024, 12/4/2024, 12/6/2024, 12/7/2024, 12/11/2024, 12/13/2024, 12/14/2024, 12/16/2024, 12/18/2024, 12/19/2024, 12/20/2024, 12/21/2024, 12/27/2024, 12/28/2024, 1/1/2025, 1/2/2025, 1/4/2025, 1/5/2025, 1/8/2025, 1/10/2025, 1/11/2025, 1/12/2025, 1/15/2025, 1/18/2025, 1/23/2025, 1/25/2025, 1/29/2025, 1/31/2025, 2/1/2025, 2/7/2025, 2/10/2025, 2/14/2025, 2/28/2025, 3/1/2025",
Terminated,Miami,FL,United States,Class I,{},Food,86662,Incredible Fish,7560 NW 43rd St,,33166-6408,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Domestic distribution only.,F-0096-2021,"IncredibleStoneCrab, Mustard Sauce, 8 oz. plastic container, Distributed by: IncredibleStoneCrab,",181 containers,"Undeclared Allergens: Fish, Egg, and Milk.",20201023,20201110,20201230,20201118,MPC 31-18550,
